name,level,type,city,district,address,longitude,latitude,rating_amount,rating_score,rating_average,google
財團法人天主教失智老人社會福利基金會附設臺北市私立聖若瑟失智老人養護中心附設日間照顧,B,喘息服務,臺北市,萬華區,臺北市萬華區保德里德昌街125巷11號,121.496933,25.02363968,44,145,3.295454545,5
合康居家護理所,B,專業照護服務,臺北市,萬華區,臺北市萬華區頂碩里西藏路170號,121.5033646,25.03004265,24,115,4.791666667,3.4
臺北市私立大心居家長照機構,B,居家服務,臺北市,萬華區,臺北市萬華區錦德里西園路二段267號,121.4925003,25.0255661,3,8,2.666666667,3.6
財團法人私立台北仁濟院附設仁濟醫院附設居家護理所,B,專業照護服務,臺北市,萬華區,臺北市萬華區青山里廣州街243號,121.4980392,25.03688812,50,165,3.3,5
哈佛物理治療所,B,專業照護服務,臺北市,萬華區,臺北市萬華區西圓路二段362號7樓,121.4916,25.02540779,31,143,4.612903226,5
財團法人天主教失智老人社會福利基金會受託經營管理本市萬華老人服務中心,B,營養餐飲服務,臺北市,萬華區,臺北市萬華區西寧南路4號A棟3樓,121.5072403,25.04793167,39,191,4.897435897,4.3
私立愛吾愛居家長照機構,B,居家服務,臺北市,萬華區,臺北市萬華區大理街157號1樓之11,121.4963226,25.0341568,42,139,3.30952381,4.4
愛吾愛居家護理所,B,專業照護服務,臺北市,萬華區,臺北市萬華區富福里西園路1段282巷25號1樓,121.4986877,25.03377151,45,135,3,4.1
社團法人臺北市艾馨公益慈善會,C,巷弄長照站,臺北市,萬華區,臺北市萬華區福音里康定路229號6樓,121.501358,25.03536606,47,165,3.510638298,4.2
台北市萬華區新忠里辦公處,C,巷弄長照站,臺北市,萬華區,臺北市萬華區新忠里西藏路125巷7號1樓 (里民活動場所),121.5021515,25.02873993,13,65,5,4
臺北市萬華區日祥里辦公處,C,巷弄長照站,臺北市,萬華區,臺北市萬華區日祥里萬大路423巷54號1樓,121.5005264,25.02122498,40,100,2.5,4.3
中華民國紅十字會總會,C,巷弄長照站,臺北市,萬華區,臺北市萬華區糖?里艋舺大道303號1、4樓,121.4964905,25.03317451,45,212,4.711111111,4.3
臺北市政府社會局委託財團法人立心慈善基金會經營管理萬華龍山日間照顧中心,B,喘息服務,臺北市,萬華區,臺北市萬華區青山里梧州街36號,121.4974899,25.03737259,15,75,5,4.1
社團法人中華洪門大蜀山社會關懷協會,C,巷弄長照站,臺北市,萬華區,臺北市萬華區華江里長順街臨127號(長順區民活動中心),121.4890823,25.0328598,23,115,5,4.3
臺北市私立璞馨居家長照機構,B,居家服務,臺北市,萬華區,臺北市萬華區忠德里東園街66巷21弄51號2樓,121.4953766,25.02660942,27,103,3.814814815,4
幸福物理治療所,B,專業照護服務,臺北市,萬華區,臺北市萬華區雙園里西園路二段13巷12號,121.49823,25.03173256,19,95,5,4.3
國立臺灣大學醫學院附設醫院北護分院,B,專業照護服務,臺北市,萬華區,臺北市萬華區內江街87號,121.5035706,25.04171944,21,63,3,4.8
純居家物理治療所,B,專業照護服務,臺北市,萬華區,臺北市萬華區東園街73巷60號3樓,121.4981308,25.02652931,42,139,3.30952381,4
天行健診所,B,居家失能個案家庭醫師照護服務,臺北市,萬華區,臺北市萬華區寶興街121、125、127號,121.4950714,25.02463531,7,35,5,4.3
臺北市萬華區萬大社區發展協會,C,巷弄長照站,臺北市,萬華區,臺北市萬華區壽德里萬大路329巷25號1樓(里民活動場所)/台北市壽德里萬大路329巷27弄4號1樓(協會新增活動場所)/台北市萬大路411號2樓(萬青區民活動中心),121.5010757,25.02375793,34,109,3.205882353,4.4
臺北市萬華區保德社區發展協會,C,巷弄長照站,臺北市,萬華區,臺北市萬華區保德里東園街140巷10號,121.4970093,25.02331162,16,43,2.6875,4.1
社團法人臺灣58金融仕家協會,B,營養餐飲服務,臺北市,萬華區,臺北市萬華區桂林路171號,121.49646,25.03874779,8,28,3.5,4.5
臺北市萬華區華江社區發展協會,C,巷弄長照站,臺北市,萬華區,臺北市萬華區華江里長順街臨62號,121.4907455,25.03134918,7,11,1.571428571,4.2
樂親居家職能治療所,B,專業照護服務,臺北市,萬華區,臺北市萬華區和平西路三段396號106室,121.4909744,25.03534317,33,142,4.303030303,3.2
財團法人天主教聖母聖心會,C,巷弄長照站,臺北市,萬華區,臺北市萬華區雙園里雙園里興寧街70號,121.499588,25.03225136,25,75,3,5
旭生中醫診所,B,專業照護服務,臺北市,萬華區,臺北市萬華區萬大路526號,121.496761,25.0188259,7,35,5,4.5
同仁醫療財團法人萬華醫院,B,專業照護服務,臺北市,萬華區,臺北市萬華區騰雲里中華路2段606巷6號,121.509819,25.02399826,27,135,5,5
財團法人天主教失智老人社會福利基金會,A,個案管理服務,臺北市,萬華區,臺北市萬華區德昌街125巷11號,121.496933,25.02363968,45,194,4.311111111,4.8
博昌復健科診所,B,專業照護服務,臺北市,萬華區,臺北市萬華區萬大路221號1樓,121.5006027,25.02674866,38,61,1.605263158,5
C+)財團法人一粒麥子社會福利慈善事業基金會,B,喘息服務,臺北市,萬華區,臺北市萬華區青年路52號1樓之2,121.5034943,25.02548409,20,62,3.1,3.5
同仁院醫療財團法人附設居家護理所,B,專業照護服務,臺北市,萬華區,臺北市萬華區騰雲里中華路2段606巷6號,121.509819,25.02399826,31,78,2.516129032,4.5
同仁院醫療財團法人萬華醫院附設居家護理所,B,專業照護服務,臺北市,萬華區,臺北市萬華區中華路2段606巷6號,121.5098267,25.02404976,9,40,4.444444444,4.1
財團法人一粒麥子社會福利慈善事業基金會─中正國宅據點,C,巷弄長照站,臺北市,萬華區,臺北市萬華區新和里青年路52號1樓-11,121.5055847,25.02584076,10,36,3.6,4.2
財團法人中華民國佛教慈濟慈善事業基金會臺北市私立慈濟居家長照機構,A,個案管理服務,臺北市,萬華區,臺北市萬華區莒光路222號5樓,121.5002518,25.03133583,20,78,3.9,5
財團法人台北市立心慈善基金會,B,專業照護服務,臺北市,萬華區,臺北市萬華區桂林路242巷4號4樓之2?,121.4952469,25.03788567,4,18,4.5,4
宏芯營養諮詢中心,B,專業照護服務,臺北市,萬華區,臺北市萬華區艋舺大道418號2樓之1,121.4922104,25.02914619,50,235,4.7,5
財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂,C,巷弄長照站,臺北市,萬華區,臺北市萬華區仁德里桂林路27號1樓及桂林路31號1樓,121.5048599,25.03798103,29,110,3.793103448,4.1
萬華街康內科診所,B,居家失能個案家庭醫師照護服務,臺北市,萬華區,臺北市萬華區萬大路250號,121.5003128,25.0262146,49,162,3.306122449,4.3
快樂兒童診所,B,居家失能個案家庭醫師照護服務,臺北市,萬華區,臺北市萬華區寶興街121號,121.4948044,25.0252285,42,176,4.19047619,3.8
國立台灣大學醫學院附設醫院北護分院附設居家護理所,B,專業照護服務,臺北市,萬華區,臺北市萬華區內江街87號,121.5035477,25.04173851,17,60,3.529411765,5
財團法人天下為公社會福利慈善事業基金會附設新北市私立天下為公居家式服務類長期照顧服務機構,B,喘息服務,新北市,汐止區,新北市汐止區大同路三段423號1樓,121.6774826,25.07164383,14,64,4.571428571,4.9
新北市汐止區全人社區關懷發展協會,C,巷弄長照站,新北市,汐止區,新北市汐止區建成里建成路152號B1,121.6619339,25.07337952,17,85,5,4.7
新北市汐止區湖蓮里辦公處,C,巷弄長照站,新北市,汐止區,新北市汐止區湖蓮里湖前街110巷97弄24號,121.6325684,25.07619095,28,120,4.285714286,4.7
佳醫護理之家,B,喘息服務,新北市,汐止區,新北市汐止區茄苳路296號1-6樓,121.673027,25.06704903,19,68,3.578947368,4
皓仁健康照護事業有限公司,B,喘息服務,新北市,汐止區,新北市汐止區大同路1段217號5樓-2,121.6390915,25.05912209,7,32,4.571428571,2.7
春暖居家護理所,B,專業照護服務,新北市,汐止區,新北市汐止區保長里大同路三段458號,121.6835861,25.07311821,19,53,2.789473684,5
私立常春藤居家護理所,B,專業照護服務,新北市,汐止區,新北市汐止區湖光里民族二街30巷6號,121.6346512,25.0719471,37,115,3.108108108,3.7
力健復健科診所,B,專業照護服務,新北市,汐止區,新北市汐止區智慧里大同路2段263號1樓,121.6533127,25.06588554,2,6,3,2.9
新北市私立愛迪樂居家長照機構,A,個案管理服務,新北市,汐止區,新北市汐止區汐萬路一段278巷3號2樓,121.6507492,25.07428932,18,85,4.722222222,4.7
新北市私立好家園老人長期照顧中心,B,喘息服務,新北市,汐止區,新北市汐止區興福里福德路38號2樓,121.6356354,25.06725502,26,49,1.884615385,5
永愛居家長照有限公司附設新北市私立永愛居家長照機構,B,喘息服務,新北市,汐止區,新北市汐止區新台五路一段232號2樓,121.6567841,25.06336784,16,37,2.3125,3.7
新北市私立常春藤居家長照機構,B,專業照護服務,新北市,汐止區,新北市汐止區伯爵街44巷9號1、2樓,121.6384811,25.0801506,16,64,4,4
新北市私立皓仁居家式服務類長期照顧服務機構,B,居家服務,新北市,汐止區,新北市汐止區樟樹里大同路一段217號,121.6339264,25.05757523,42,210,5,4.5
米蔚居家職能治療所,B,專業照護服務,新北市,汐止區,新北市汐止區汐平路一段8號1樓,121.6808472,25.07095146,12,35,2.916666667,4.9
新北市私立春暖居家長照機構,B,居家服務,新北市,汐止區,新北市汐止區禮門里大同路二段458號,121.6601639,25.06739426,22,106,4.818181818,4.8
新北市汐止區衛生所,B,居家失能個案家庭醫師照護服務,新北市,汐止區,新北市汐止區新台五路一段266號,121.6585312,25.0635128,20,92,4.6,4
財團法人天下為公社會福利慈善事業基金會,A,個案管理服務,新北市,汐止區,新北市汐止區大同路三段425號,121.677742,25.07168007,35,140,4,3.8
新北市原住民家庭關懷協會,C,巷弄長照站,新北市,汐止區,新北市汐止區山光里樟樹一路137巷26號2樓,121.6416931,25.06934738,16,64,4,4
新北市汐止區保長里辦公處,C,巷弄長照站,新北市,汐止區,新北市汐止區保長里保長路51巷11、13號,121.6733627,25.0788765,33,86,2.606060606,4.2
新北市汐止區鄉長社區發展協會,C,巷弄長照站,新北市,汐止區,新北市汐止區鄉長里長江街287-1號,121.6648254,25.08169174,43,129,3,4
國泰醫療財團法人汐止國泰綜合醫院,A,個案管理服務,新北市,汐止區,新北市汐止區建成路59巷2號,121.6611938,25.07253647,31,143,4.612903226,4.7
基隆市私立愛心老人長期照顧中心,B,喘息服務,基隆市,七堵區,基隆市七堵區堵北里福一街162號2樓,121.6949463,25.08448219,18,90,5,4.3
基隆市私立無量壽老人養護中心,B,喘息服務,基隆市,七堵區,基隆市七堵區正明里開元路140號,121.7109604,25.09536934,27,116,4.296296296,5
喜安護理之家,B,喘息服務,基隆市,七堵區,基隆市七堵區堵南街五十一之十二號,121.6836624,25.08217239,23,85,3.695652174,5
博愛護理之家,B,喘息服務,基隆市,七堵區,基隆市七堵區福一街162號,121.6949463,25.08448219,43,103,2.395348837,5
社團法人中華民國士林靈糧堂社會福利協會附設基隆市私立七堵綜合式長期照顧服務機構,B,居家服務,基隆市,七堵區,基隆市七堵區永安里泰安路24之1號,121.7081451,25.08831406,27,70,2.592592593,3.5
基隆市社會教育協進會,C,巷弄長照站,基隆市,七堵區,基隆市七堵區永安里永安里崇孝街81號,121.7085571,25.09770393,21,78,3.714285714,3.4
基隆市七堵區衛生所,C,巷弄長照站,基隆市,七堵區,基隆市七堵區正光里光明路21號1樓之1,121.7158279,25.09745789,4,8,2,3
采宣股份有限公司附設基隆市私立采宣居家式服務類長期照顧服務機構,B,居家服務,基隆市,七堵區,基隆市七堵區百六街111號,121.6972656,25.08562088,47,193,4.106382979,1.1
惠安復健科診所,B,專業照護服務,基隆市,七堵區,基隆市七堵區南興路12號2樓,121.7148285,25.09752655,11,28,2.545454545,4.1
基隆市七堵區堵南社區發展協會,C,巷弄長照站,基隆市,七堵區,基隆市七堵區堵南里大德路44號,121.6896744,25.08207703,39,187,4.794871795,3.1
基隆市七堵區堵北里辦公處,C,巷弄長照站,基隆市,七堵區,基隆市七堵區堵北里光明路21-1號,121.7165298,25.09762764,23,85,3.695652174,2.6
基隆市私立宏安老人長期照顧中心,B,喘息服務,基隆市,七堵區,基隆市七堵區長興里29鄰東新街91號2樓,121.7212296,25.0945797,8,40,5,3.8
財團法人彰化縣私立珍瑩老人養護中心,B,交通接送服務,彰化縣,社頭鄉,彰化縣社頭鄉山腳路二段726巷23號,120.6090851,23.91194153,4,13,3.25,2.4
彰化縣社頭鄉張厝社區發展協會,C,巷弄長照站,彰化縣,社頭鄉,彰化縣社頭鄉張厝村張厝村張厝1巷30號,120.5776443,23.90228462,3,12,4,5
詮縈健康產業股份有限公司附設彰化縣私立詮縈居家式服務類長期照顧服務機構,B,居家服務,彰化縣,社頭鄉,彰化縣社頭鄉朝興村山腳路二段724之3號,120.6080093,23.90643692,41,168,4.097560976,2.8
員林何醫院附設彰化縣私立社頭鄉幸福村社區式服務類長期照顧服務機構,B,日間照顧服務,彰化縣,社頭鄉,彰化縣社頭鄉舊社村9鄰南勢巷9之16(2F、3F）,120.5946426,23.89803505,10,29,2.9,2.8
員林何醫院社頭鄉,C,巷弄長照站,彰化縣,社頭鄉,彰化縣社頭鄉清水村舊社村南勢巷9-16號,120.5947495,23.89644432,11,55,5,1.2
彰化縣私立家福居家長照機構,B,喘息服務,彰化縣,社頭鄉,彰化縣社頭鄉崙雅村民生路422號1喝,120.5887451,23.89104462,44,211,4.795454545,2.9
白老鳳居家護理所,B,專業照護服務,彰化縣,社頭鄉,彰化縣社頭鄉山腳路4段91巷77弄1號,120.6010971,23.92807579,43,215,5,2.7
儀馨居家護理所,B,專業照護服務,彰化縣,社頭鄉,彰化縣社頭鄉松竹村社石路940號,120.592598,23.90104485,32,150,4.6875,3.4
彰化縣社頭鄉湳底社區發展協會,C,巷弄長照站,彰化縣,社頭鄉,彰化縣社頭鄉湳底村湳底村湳底一巷475號,120.5802841,23.91599655,5,22,4.4,4.8
上好護理之家,B,喘息服務,彰化縣,社頭鄉,彰化縣社頭鄉湳雅村新雅路3-12號,120.6015244,23.92598343,35,175,5,2.8
社頭衛生所,C,巷弄長照站,彰化縣,社頭鄉,彰化縣社頭鄉社頭村員集路2段409號,120.5860748,23.9019146,27,111,4.111111111,4.1
財團法人中華社會福利基金會附設彰化縣私立樂活居家長照機構,B,居家服務,彰化縣,社頭鄉,彰化縣社頭鄉泰安村山腳路三段136號1樓,120.6074066,23.91639519,10,39,3.9,4.7
仁道護理之家,B,喘息服務,彰化縣,社頭鄉,彰化縣社頭鄉山腳路2段95巷29號,120.6089935,23.90747643,26,122,4.692307692,3.9
陳毅忠小兒科診所,B,居家失能個案家庭醫師照護服務,彰化縣,社頭鄉,彰化縣社頭鄉員集路2段330號,120.5870361,23.90076447,41,201,4.902439024,3.8
社團法人花蓮縣婦女公共事務發展協會,B,喘息服務,花蓮縣,光復鄉,花蓮縣光復鄉東富村東富路18巷7號,121.4719467,23.66760063,32,134,4.1875,2.5
花蓮縣私立光復老人長期照顧中心,B,喘息服務,花蓮縣,光復鄉,花蓮縣光復鄉大華村林森路183號,121.4249268,23.66978264,32,61,1.90625,4.7
花蓮縣光復鄉砂荖社區發展協會,B,喘息服務,花蓮縣,光復鄉,花蓮縣光復鄉南富村建國路二段39號,121.4511566,23.64191055,34,160,4.705882353,3
財團法人一粒麥子社會福利慈善事業基金會附設花蓮縣私立光復社區式服務類長期照顧服務機構,B,專業照護服務,花蓮縣,光復鄉,花蓮縣光復鄉大馬村林森路426巷37號,121.4194794,23.67853546,13,33,2.538461538,4
光復鄉衛生所附設居家護理所,B,專業照護服務,花蓮縣,光復鄉,花蓮縣光復鄉大馬村中學街158號,121.4258652,23.67190933,43,146,3.395348837,3.5
光復縣香草場社區發展協會,B,喘息服務,花蓮縣,光復鄉,花蓮縣光復鄉大馬村四維街3號,121.4190445,23.68094444,40,112,2.8,4.2
財團法人一粒麥子社會福利慈善事業基金會附設花蓮縣私立有福居家式服務類長期照顧服務機構,B,專業照護服務,花蓮縣,光復鄉,花蓮縣光復鄉大華村華新街10號,121.4224472,23.66671181,40,100,2.5,5
花蓮縣光復鄉香草場社區發展協會,C,巷弄長照站,花蓮縣,光復鄉,花蓮縣光復鄉大平村大平村武昌街74巷11號,121.431839,23.67167664,40,72,1.8,2.3
花蓮縣原住民族文化產業建設協會,C,巷弄長照站,花蓮縣,光復鄉,花蓮縣光復鄉南富村建國路二段178號,121.4486237,23.63817215,48,163,3.395833333,4.2
花蓮縣光復鄉大馬太鞍社區發展協會,C,巷弄長照站,花蓮縣,光復鄉,花蓮縣光復鄉大同村中山路三段84號,121.4265976,23.67163277,5,9,1.8,4.2
花蓮縣阿美族吉伐塔罕文化生態產業發展協會,C,巷弄長照站,花蓮縣,光復鄉,花蓮縣光復鄉大全村中山路一段168巷15號,121.4175415,23.65040779,22,66,3,2.5
花蓮縣光復鄉嗨嘿哇社區全人關懷協會,C,巷弄長照站,花蓮縣,光復鄉,花蓮縣光復鄉北富村中正路二段79號,121.4506989,23.65815353,41,123,3,4.8
花蓮縣光復鄉太巴塱社區營造協會,C,巷弄長照站,花蓮縣,光復鄉,花蓮縣光復鄉南富村富愛街22號,121.4496384,23.65628433,38,167,4.394736842,3.2
花蓮縣光復鄉衛生所,B,居家失能個案家庭醫師照護服務,花蓮縣,光復鄉,花蓮縣光復鄉大馬村中學街158號,121.4259415,23.67189789,7,21,3,4.4
花蓮縣光復鄉馬佛社區發展協會,C,巷弄長照站,花蓮縣,光復鄉,花蓮縣光復鄉西富村西富路9號,121.4289093,23.63975906,46,202,4.391304348,3.8
財團法人天主教會花蓮教區,C,巷弄長照站,花蓮縣,光復鄉,花蓮縣光復鄉西富村富田一街16號,121.4477692,23.6588726,14,18,1.285714286,2.9
財團法人一粒麥子社會福利慈善事業基金會,A,個案管理服務,花蓮縣,光復鄉,花蓮縣光復鄉華新街10號,121.4224625,23.6667099,10,50,5,3.7
社團法人家庭照顧者關懷協會,B,喘息服務,花蓮縣,花蓮市,花蓮縣花蓮市民意里民勤府前路5之5號,121.6208496,24.00020409,5,17,3.4,2.3
衛生福利部花蓮醫院花蓮市A單位,A,個案管理服務,花蓮縣,花蓮市,花蓮縣花蓮市民立里中正路600號,121.6111832,23.97942925,40,140,3.5,5
花蓮縣碧雲莊社區發展協會,C,巷弄長照站,花蓮縣,花蓮市,花蓮縣花蓮市國興里介禮街26號,121.5727539,23.99644089,29,110,3.793103448,2.8
康榮居家護理所,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市國裕里富強路61號,121.5963287,23.99631691,41,172,4.195121951,2.7
財團法人門諾社會福利慈善事業基金會附設花蓮縣私立花蓮綜合長照機構,B,小規模多機能服務,花蓮縣,花蓮市,花蓮縣花蓮市民權路4號,121.6220093,23.98321724,47,183,3.893617021,3.6
花蓮縣花蓮市碧雲莊社區發展協會-C 級長照站,B,喘息服務,花蓮縣,花蓮市,花蓮縣花蓮市國興里介禮街46號,121.5727997,23.99706078,18,41,2.277777778,1
花蓮縣私立舒漾居家式服務類長期照顧服務機構,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市國裕里富強路121號,121.596817,23.99705696,4,16,4,3.5
花蓮縣花蓮市衛生所附設居家式服務類長期照顧服務機構,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市民勤里新興路200號,121.6171494,23.99143219,14,46,3.285714286,5
社團法人中華民國士林靈糧堂社會福利協會附設花蓮縣私立美崙社區式服務類長期照顧服務機構,B,團體家屋服務,花蓮縣,花蓮市,花蓮縣花蓮市民德民權四街2號,121.6196976,23.98183632,5,25,5,2.5
花蓮縣花蓮市民生社區發展協會,B,喘息服務,花蓮縣,花蓮市,花蓮縣花蓮市民生里民立復興街50之4號,121.6097946,23.97767258,9,35,3.888888889,3.3
國軍花蓮總醫院附設民眾診療服務處附設居家護理所,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市國防進豐街100號,121.6066132,23.98759651,9,32,3.555555556,2.7
社團法人花蓮縣老人暨家庭關懷協會附設花蓮縣私立老家居家式服務類長期照顧服務機構,B,喘息服務,花蓮縣,花蓮市,花蓮縣花蓮市主權里中原路666號,121.5936813,23.97566605,34,122,3.588235294,1.5
花蓮縣花蓮市民運社區發展協會--C 級巷弄長照站,B,喘息服務,花蓮縣,花蓮市,花蓮縣花蓮市民運里中興路96號,121.6298447,23.99315071,32,141,4.40625,4.9
衛生福利部花蓮醫院附設護理之家,B,喘息服務,花蓮縣,花蓮市,花蓮縣花蓮市中正路600號,121.6111832,23.97948074,10,20,2,3.1
花蓮縣私立關愛如家社區式服務類長期照顧服務機構,B,家庭托顧服務,花蓮縣,花蓮市,花蓮縣花蓮市德安一街257號,121.5932159,23.97127533,3,8,2.666666667,2.8
名揚護理之家,B,喘息服務,花蓮縣,花蓮市,花蓮縣花蓮市中原路408號,121.5989456,23.96980476,32,118,3.6875,4.2
真愛居家護理所,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市國裕富強路63號,121.5962753,23.99636078,20,76,3.8,2.2
佛教慈濟醫療財團法人花蓮慈濟醫院,A,個案管理服務,花蓮縣,花蓮市,花蓮縣花蓮市民勤里中央路三段707號,121.5925446,23.99620438,32,128,4,2.7
花蓮縣私立佳禾居家式服務類長期照顧服務機構,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市民有里光華街7號,121.6156616,23.97515488,44,119,2.704545455,3.5
舒漾居家護理所,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市國裕富強路121號,121.596817,23.9970665,46,78,1.695652174,2.4
臺灣基督教門諾會醫療財團法人附設門諾居家護理所,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市民立民權路44號,121.6293869,23.99185371,10,40,4,3.6
衛生福利部花蓮醫院附設居家護理所,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市民立中正路600號,121.6111482,23.9794609,18,59,3.277777778,4
有限責任臺灣第二照顧服務勞動合作社附設花蓮縣私立居家式服務類長期照顧服務機構,B,喘息服務,花蓮縣,花蓮市,花蓮縣花蓮市民勤里府前路5之10號,121.6209412,23.98774147,32,90,2.8125,3.6
花蓮縣私立富爾捷居家式服務類長期照顧服務機構,B,喘息服務,花蓮縣,花蓮市,花蓮縣花蓮市國盛里國民十二街59號,121.6063919,23.99583626,19,95,5,5
花蓮縣私立沛恩居家式服務類長期照顧服務機構,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市民勤里中美路71之10號,121.6225662,23.98776054,17,73,4.294117647,4.2
佛教慈濟醫療財團法人附設花蓮縣私立花蓮慈濟居家式服務類長期照顧服務機構,B,喘息服務,花蓮縣,花蓮市,花蓮縣花蓮市國慶里中央路三段707號,121.5922852,23.99572945,22,79,3.590909091,3.9
衛生福利部花蓮醫院附設社區式服務類長期照顧服務機構,B,日間照顧服務,花蓮縣,花蓮市,花蓮縣花蓮市中正路600號,121.6111832,23.97948074,9,33,3.666666667,3.8
富爾捷居家護理所,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市國盛國民十二街59號,121.6063919,23.99583626,44,220,5,2.4
佛教慈濟醫療財團法人附設花蓮慈濟居家護理所,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市中央路三段707號,121.5922852,23.99572945,27,92,3.407407407,2.6
社團法人花蓮縣物理治療師公會,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市和平路332之2號,121.6039047,23.97363091,3,11,3.666666667,1.9
社團法人花蓮縣老人暨家庭關懷協會-花蓮市,B,喘息服務,花蓮縣,花蓮市,花蓮縣花蓮市主權里主權中原路666號,121.5936813,23.97566605,19,91,4.789473684,4
財團法人中華民國佛教慈濟慈善事業基金會財團法人中華民國佛教慈濟慈善事業基金會,C,巷弄長照站,花蓮縣,花蓮市,花蓮縣花蓮市國慶里中央路3段703號,121.5909958,23.99486923,42,139,3.30952381,2.9
社團法人花蓮縣老人暨家庭關懷協會-新城鄉,B,喘息服務,花蓮縣,花蓮市,花蓮縣花蓮市主權里主權中原路666號,121.5936813,23.97566605,8,29,3.625,1.4
社團法人花蓮縣博愛全人發展協會,C,巷弄長照站,花蓮縣,花蓮市,花蓮縣花蓮市國威里博愛街225號,121.6049957,23.97887611,49,152,3.102040816,3.6
花蓮縣後山人文發展協會,C,巷弄長照站,花蓮縣,花蓮市,花蓮縣花蓮市民心里民心里華西21號,121.6311646,24.01571274,47,221,4.70212766,3.1
財團法人門諾社會福利慈善事業基金會,A,個案管理服務,花蓮縣,花蓮市,花蓮縣花蓮市民德里民權路4號,121.6220093,23.98321724,49,245,5,4.3
社團法人花蓮縣家庭照顧者關懷協會,C,巷弄長照站,花蓮縣,花蓮市,花蓮縣花蓮市民勤里府前路5-5號,121.6210098,23.98788071,3,11,3.666666667,5
江洱診所,B,居家失能個案家庭醫師照護服務,花蓮縣,花蓮市,花蓮縣花蓮市國魂里建國路252號,121.5996552,23.98433685,36,130,3.611111111,2.9
花蓮縣花蓮市國福社區發展協會,C,巷弄長照站,花蓮縣,花蓮市,花蓮縣花蓮市國福里沙基拉雅111號,121.5818634,24.01037598,30,138,4.6,3.6
花蓮縣私立?琣n居家式服務類長期照顧服務機構,B,居家服務,花蓮縣,花蓮市,花蓮縣花蓮市主力里中和街214巷17號4樓之2,121.599205,23.97447205,12,50,4.166666667,4.5
劉神經科診所,B,居家失能個案家庭醫師照護服務,花蓮縣,花蓮市,花蓮縣花蓮市中華路234號,121.6011658,23.97541809,44,185,4.204545455,2.9
花蓮縣私立康樂居家式服務類長期照顧服務機構,B,居家服務,花蓮縣,花蓮市,花蓮縣花蓮市忠義三街13號,121.6315079,23.99303055,5,19,3.8,5
花蓮縣私立真善美居家長照機構,B,居家服務,花蓮縣,花蓮市,花蓮縣花蓮市國富里中央路三段826號2樓,121.5920486,23.99295807,33,165,5,5
悅增身心診所,B,居家失能個案家庭醫師照護服務,花蓮縣,花蓮市,花蓮縣花蓮市主權里中華路373-9號,121.5950851,23.97457886,6,23,3.833333333,4.2
吳文揚診所,B,居家失能個案家庭醫師照護服務,花蓮縣,花蓮市,花蓮縣花蓮市國光里林森路258-3號,121.6074829,23.98259544,38,125,3.289473684,3.7
嘉光耳鼻喉科診所,B,居家失能個案家庭醫師照護服務,花蓮縣,花蓮市,花蓮縣花蓮市國光里明禮路71-5號,121.6083069,23.98230171,18,45,2.5,2.8
謝煥益診所,B,居家失能個案家庭醫師照護服務,花蓮縣,花蓮市,花蓮縣花蓮市國魂里建國路312號,121.5984726,23.98456955,27,105,3.888888889,3.8
張海山診所,B,居家失能個案家庭醫師照護服務,花蓮縣,花蓮市,花蓮縣花蓮市主安里中正路191號,121.5989227,23.97185898,38,190,5,4.5
陳建發耳鼻喉科診所,B,居家失能個案家庭醫師照護服務,花蓮縣,花蓮市,花蓮縣花蓮市民勤里中美路77-2號,121.623558,23.98895454,12,59,4.916666667,2.7
何裕鈞骨外科診所,B,居家失能個案家庭醫師照護服務,花蓮縣,花蓮市,花蓮縣花蓮市中正路3號,121.5946198,23.96905327,42,193,4.595238095,3.3
蔣博文復健科診所,B,居家失能個案家庭醫師照護服務,花蓮縣,花蓮市,花蓮縣花蓮市民立里中美路172號,121.6257477,23.99099922,10,31,3.1,2.3
宏卿診所,B,居家失能個案家庭醫師照護服務,花蓮縣,花蓮市,"花蓮縣花蓮市國光里林森路417, 419號",121.6090851,23.98443794,14,62,4.428571429,5
社團法人花蓮縣老人暨家庭關懷協會,B,交通接送服務,花蓮縣,花蓮市,花蓮縣花蓮市中華路486號,121.592804,23.97463226,24,84,3.5,3.5
恆星居家護理所,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市中和街214巷17號4樓之2,121.5991974,23.97448158,29,122,4.206896552,3.9
花蓮承德居家護理所,B,專業照護服務,花蓮縣,花蓮市,花蓮縣花蓮市中央路三段655號,121.5901031,23.99111557,36,94,2.611111111,3.7
